Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-08,Sat,Premier League,Matchweek 1,Away,D 2–2,Swansea City,Chelsea,N,,50,0,0,0,0,0,0,1,0,1,4,0,0,2,4,0,,,Match Report
2015-2016,2015-08-15,Sat,Premier League,Matchweek 2,Home,W 2–0,Swansea City,Newcastle Utd,Y,DM,90,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,,,Match Report
2015-2016,2015-08-22,Sat,Premier League,Matchweek 3,Away,D 1–1,Swansea City,Sunderland,Y,DM,90,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,,,Match Report
2015-2016,2015-08-30,Sun,Premier League,Matchweek 4,Home,W 2–1,Swansea City,Manchester Utd,Y,AM,90,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,,,Match Report
2015-2016,2015-09-12,Sat,Premier League,Matchweek 5,Away,L 0–1,Swansea City,Watford,Y,AM,65,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,,,Match Report
2015-2016,2015-09-19,Sat,Premier League,Matchweek 6,Home,D 0–0,Swansea City,Everton,Y,DM,90,0,0,0,0,0,0,1,0,0,2,0,0,2,2,0,,,Match Report
2015-2016,2015-09-22,Tue,League Cup,Third round,Away,L 0–1,Swansea City,Hull City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-09-26,Sat,Premier League,Matchweek 7,Away,L 1–3,Swansea City,Southampton,Y,CM,45,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,,,Match Report
2015-2016,2015-10-04,Sun,Premier League,Matchweek 8,Home,D 2–2,Swansea City,Tottenham,N,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Match Report
2015-2016,2015-10-19,Mon,Premier League,Matchweek 9,Home,L 0–1,Swansea City,Stoke City,Y,DM,58,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,,,Match Report
2015-2016,2015-10-24,Sat,Premier League,Matchweek 10,Away,W 2–1,Swansea City,Aston Villa,N,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2015-10-31,Sat,Premier League,Matchweek 11,Home,L 0–3,Swansea City,Arsenal,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-11-07,Sat,Premier League,Matchweek 12,Away,L 0–1,Swansea City,Norwich City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-11-21,Sat,Premier League,Matchweek 13,Home,D 2–2,Swansea City,Bournemouth,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-11-29,Sun,Premier League,Matchweek 14,Away,L 0–1,Swansea City,Liverpool,N,,26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,Match Report
2015-2016,2015-12-05,Sat,Premier League,Matchweek 15,Home,L 0–3,Swansea City,Leicester City,N,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,Match Report
2015-2016,2015-12-12,Sat,Premier League,Matchweek 16,Away,L 1–2,Swansea City,Manchester City,Y,DM,90,0,0,0,0,1,0,0,0,1,3,1,0,4,0,0,,,Match Report
2015-2016,2015-12-20,Sun,Premier League,Matchweek 17,Home,D 0–0,Swansea City,West Ham,Y,CM,72,0,0,0,0,1,1,0,0,0,1,1,4,2,1,0,,,Match Report
2015-2016,2015-12-26,Sat,Premier League,Matchweek 18,Home,W 1–0,Swansea City,West Brom,N,,45,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,,,Match Report
