Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-25,Tue,League Cup,Second round,Away,W 1 (8)–1 (7),Stoke City,Luton Town,Y,,86,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-08-29,Sat,Premier League,Matchweek 4,Home,L 0–1,Stoke City,West Brom,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-09-12,Sat,Premier League,Matchweek 5,Away,L 0–2,Stoke City,Arsenal,N,,16,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,,,Match Report
2015-2016,2015-09-19,Sat,Premier League,Matchweek 6,Home,D 2–2,Stoke City,Leicester City,Y,AM,81,1,0,0,0,2,1,1,0,0,2,0,1,0,1,0,,,Match Report
2015-2016,2015-09-26,Sat,Premier League,Matchweek 7,Home,W 2–1,Stoke City,Bournemouth,Y,AM,61,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,,,Match Report
2015-2016,2015-10-03,Sat,Premier League,Matchweek 8,Away,W 1–0,Stoke City,Aston Villa,Y,AM,57,0,0,0,0,1,0,0,0,1,1,0,3,1,1,0,,,Match Report
2015-2016,2015-10-19,Mon,Premier League,Matchweek 9,Away,W 1–0,Stoke City,Swansea City,Y,AM,78,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,,,Match Report
2015-2016,2015-10-24,Sat,Premier League,Matchweek 10,Home,L 0–2,Stoke City,Watford,Y,AM,90,0,0,0,0,1,0,0,0,0,0,2,2,0,2,0,,,Match Report
2015-2016,2015-10-31,Sat,Premier League,Matchweek 11,Away,D 0–0,Stoke City,Newcastle Utd,Y,AM,59,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,Match Report
2015-2016,2015-11-07,Sat,Premier League,Matchweek 12,Home,W 1–0,Stoke City,Chelsea,Y,AM,70,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,Match Report
2015-2016,2015-11-21,Sat,Premier League,Matchweek 13,Away,W 1–0,Stoke City,Southampton,Y,AM,70,1,0,0,0,2,2,0,0,0,1,0,2,2,1,0,,,Match Report
2015-2016,2015-11-28,Sat,Premier League,Matchweek 14,Away,L 0–2,Stoke City,Sunderland,Y,AM,49,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,Match Report
2015-2016,2015-12-01,Tue,League Cup,Quarter-finals,Home,W 2–0,Stoke City,Sheffield Weds,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-12-05,Sat,Premier League,Matchweek 15,Home,W 2–0,Stoke City,Manchester City,Y,FW,71,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,,,Match Report
2015-2016,2015-12-12,Sat,Premier League,Matchweek 16,Away,D 0–0,Stoke City,West Ham,Y,FW,90,0,0,0,0,2,0,0,0,1,2,0,7,0,0,0,,,Match Report
2015-2016,2015-12-19,Sat,Premier League,Matchweek 17,Home,L 1–2,Stoke City,Crystal Palace,Y,FW,90,1,0,1,1,4,3,0,0,0,2,0,3,1,2,0,,,Match Report
2015-2016,2015-12-26,Sat,Premier League,Matchweek 18,Home,W 2–0,Stoke City,Manchester Utd,Y,FW,90,1,1,0,0,5,2,1,0,2,4,0,0,3,2,0,,,Match Report
2015-2016,2015-12-28,Mon,Premier League,Matchweek 19,Away,W 4–3,Stoke City,Everton,Y,FW,63,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,,,Match Report
2015-2016,2016-01-02,Sat,Premier League,Matchweek 20,Away,L 1–2,Stoke City,West Brom,Y,FW,63,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,Match Report
2015-2016,2016-01-05,Tue,League Cup,Semi-finals,Home,L 0–1,Stoke City,Liverpool,Y,FW,68,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-01-13,Wed,Premier League,Matchweek 21,Home,W 3–1,Stoke City,Norwich City,Y,AM,55,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,,,Match Report
2015-2016,2016-01-17,Sun,Premier League,Matchweek 22,Home,D 0–0,Stoke City,Arsenal,Y,AM,63,0,0,0,0,4,1,0,0,1,0,0,2,0,1,0,,,Match Report
2015-2016,2016-01-23,Sat,Premier League,Matchweek 23,Away,L 0–3,Stoke City,Leicester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-01-26,Tue,League Cup,Semi-finals,Away,D 1 (5)–0 (6),Stoke City,Liverpool,Y,AM,70,0,1,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-01-30,Sat,FA Cup,Fourth round,Away,L 0–1,Stoke City,Crystal Palace,Y,,74,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-02-02,Tue,Premier League,Matchweek 24,Away,L 0–3,Stoke City,Manchester Utd,Y,AM,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Match Report
2015-2016,2016-02-06,Sat,Premier League,Matchweek 25,Home,L 0–3,Stoke City,Everton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-02-13,Sat,Premier League,Matchweek 26,Away,W 3–1,Stoke City,Bournemouth,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-02-27,Sat,Premier League,Matchweek 27,Home,W 2–1,Stoke City,Aston Villa,N,,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,Match Report
2015-2016,2016-03-02,Wed,Premier League,Matchweek 28,Home,W 1–0,Stoke City,Newcastle Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-03-05,Sat,Premier League,Matchweek 29,Away,D 1–1,Stoke City,Chelsea,N,,16,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,,,Match Report
2015-2016,2016-03-12,Sat,Premier League,Matchweek 30,Home,L 1–2,Stoke City,Southampton,N,,60,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,,,Match Report
2015-2016,2016-03-19,Sat,Premier League,Matchweek 31,Away,W 2–1,Stoke City,Watford,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-04-02,Sat,Premier League,Matchweek 32,Home,D 2–2,Stoke City,Swansea City,Y,LM,73,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,,,Match Report
