Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2014-2015,2014-11-18,Tue,Friendlies (M),Friendlies (M),Home,L 0–1,es Spain,de Germany,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-11-22,Sat,Premier League,Matchweek 12,Home,L 1–2,Arsenal,Manchester Utd,N,,36,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,,,Match Report
2014-2015,2014-11-26,Wed,Champions Lg,Group stage,Home,W 2–0,eng Arsenal,de Dortmund,Y,,90,0,2,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-11-29,Sat,Premier League,Matchweek 13,Away,W 1–0,Arsenal,West Brom,Y,,90,0,1,0,0,4,2,0,0,2,2,0,5,1,0,0,,,Match Report
2014-2015,2014-12-03,Wed,Premier League,Matchweek 14,Home,W 1–0,Arsenal,Southampton,Y,,90,0,0,0,0,2,0,0,0,1,2,0,8,1,0,0,,,Match Report
2014-2015,2014-12-06,Sat,Premier League,Matchweek 15,Away,L 2–3,Arsenal,Stoke City,Y,,90,1,0,1,1,4,2,0,0,1,2,0,5,1,0,0,,,Match Report
2014-2015,2014-12-13,Sat,Premier League,Matchweek 16,Home,W 4–1,Arsenal,Newcastle Utd,Y,,90,2,0,1,1,5,2,0,0,1,1,0,4,2,0,0,,,Match Report
2014-2015,2014-12-21,Sun,Premier League,Matchweek 17,Away,D 2–2,Arsenal,Liverpool,Y,,90,0,1,0,0,2,1,1,0,1,1,0,3,4,2,0,,,Match Report
2014-2015,2014-12-26,Fri,Premier League,Matchweek 18,Home,W 2–1,Arsenal,QPR,Y,,90,0,0,0,0,2,0,0,0,0,0,0,4,3,3,0,,,Match Report
2014-2015,2014-12-28,Sun,Premier League,Matchweek 19,Away,W 2–1,Arsenal,West Ham,Y,,90,1,0,1,1,4,3,0,0,0,3,0,8,1,2,0,,,Match Report
2014-2015,2015-01-01,Thu,Premier League,Matchweek 20,Away,L 0–2,Arsenal,Southampton,Y,,90,0,0,0,0,2,1,0,0,0,2,0,9,0,0,0,,,Match Report
2014-2015,2015-01-04,Sun,FA Cup,Third round,Home,W 2–0,Arsenal,Hull City,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-01-11,Sun,Premier League,Matchweek 21,Home,W 3–0,Arsenal,Stoke City,Y,,90,0,0,0,0,1,0,0,0,0,1,0,8,3,1,0,,,Match Report
2014-2015,2015-01-18,Sun,Premier League,Matchweek 22,Away,W 2–0,Arsenal,Manchester City,Y,,90,1,1,1,1,1,1,0,0,0,1,0,4,2,3,0,,,Match Report
2014-2015,2015-01-25,Sun,FA Cup,Fourth round,Away,W 3–2,Arsenal,Brighton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-02-01,Sun,Premier League,Matchweek 23,Home,W 5–0,Arsenal,Aston Villa,Y,,90,1,2,1,1,2,1,0,0,0,1,1,8,3,1,0,,,Match Report
2014-2015,2015-02-07,Sat,Premier League,Matchweek 24,Away,L 1–2,Arsenal,Tottenham,Y,,67,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,,,Match Report
2014-2015,2015-02-10,Tue,Premier League,Matchweek 25,Home,W 2–1,Arsenal,Leicester City,Y,,90,0,0,0,0,2,1,0,0,1,2,1,4,1,1,0,,,Match Report
2014-2015,2015-02-15,Sun,FA Cup,Fifth round,Home,W 2–0,Arsenal,Middlesbrough,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-02-21,Sat,Premier League,Matchweek 26,Away,W 2–1,Arsenal,Crystal Palace,Y,,90,1,0,1,1,1,1,0,0,1,3,0,4,4,3,0,,,Match Report
2014-2015,2015-02-25,Wed,Champions Lg,Round of 16,Home,L 1–3,eng Arsenal,fr Monaco,Y,,82,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-03-01,Sun,Premier League,Matchweek 27,Home,W 2–0,Arsenal,Everton,Y,,90,0,0,0,0,3,1,0,0,1,1,0,2,3,2,0,,,Match Report
2014-2015,2015-03-04,Wed,Premier League,Matchweek 28,Away,W 2–1,Arsenal,QPR,Y,,90,0,0,0,0,2,1,0,0,0,3,0,2,0,2,0,,,Match Report
2014-2015,2015-03-09,Mon,FA Cup,Quarter-finals,Away,W 2–1,Arsenal,Manchester Utd,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-03-14,Sat,Premier League,Matchweek 29,Home,W 3–0,Arsenal,West Ham,N,,19,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,,Match Report
2014-2015,2015-03-17,Tue,Champions Lg,Round of 16,Away,W 2–0,eng Arsenal,fr Monaco,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-03-21,Sat,Premier League,Matchweek 30,Away,W 2–1,Arsenal,Newcastle Utd,Y,,70,0,1,0,0,0,0,0,0,0,1,0,7,2,0,0,,,Match Report
2014-2015,2015-03-27,Fri,Euro Qualifying,Group stage,Home,W 1–0,es Spain,ua Ukraine,N,,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2014-2015,2015-03-31,Tue,Friendlies (M),Friendlies (M),Away,L 0–2,es Spain,nl Netherlands,Y,CM,75,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-04-04,Sat,Premier League,Matchweek 31,Home,W 4–1,Arsenal,Liverpool,Y,,90,0,0,0,0,2,1,0,0,0,4,0,5,1,1,0,,,Match Report
2014-2015,2015-04-11,Sat,Premier League,Matchweek 32,Away,W 1–0,Arsenal,Burnley,Y,,90,0,0,0,0,3,0,0,0,0,1,0,2,0,1,0,,,Match Report
2014-2015,2015-04-18,Sat,FA Cup,Semi-finals,Away,W 2–1,Arsenal,Reading,Y,,120,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-04-26,Sun,Premier League,Matchweek 34,Home,D 0–0,Arsenal,Chelsea,Y,,90,0,0,0,0,3,0,1,0,2,1,0,5,1,2,0,,,Match Report
2014-2015,2015-05-04,Mon,Premier League,Matchweek 35,Away,W 3–1,Arsenal,Hull City,Y,,90,0,1,0,0,4,2,0,0,1,0,0,2,1,2,0,,,Match Report
2014-2015,2015-05-11,Mon,Premier League,Matchweek 36,Home,L 0–1,Arsenal,Swansea City,Y,,90,0,0,0,0,7,2,0,0,1,1,0,4,0,2,0,,,Match Report
2014-2015,2015-05-17,Sun,Premier League,Matchweek 37,Away,D 1–1,Arsenal,Manchester Utd,Y,,72,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,,,Match Report
2014-2015,2015-05-20,Wed,Premier League,Matchweek 33,Home,D 0–0,Arsenal,Sunderland,Y,,90,0,0,0,0,3,1,0,0,0,3,0,0,1,1,0,,,Match Report
2014-2015,2015-05-24,Sun,Premier League,Matchweek 38,Home,W 4–1,Arsenal,West Brom,Y,,90,0,1,0,0,2,1,0,0,1,1,0,2,0,1,0,,,Match Report
2014-2015,2015-05-30,Sat,FA Cup,Final,Home,W 4–0,Arsenal,Aston Villa,Y,,90,0,1,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-06-11,Thu,Friendlies (M),Friendlies (M),Home,W 2–1,es Spain,cr Costa Rica,N,,32,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-06-14,Sun,Euro Qualifying,Group stage,Away,W 1–0,es Spain,by Belarus,Y,LM,90,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,Match Report
