Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2014-2015,2014-08-17,Sun,Premier League,Matchweek 1,Away,L 1–2,Southampton,Liverpool,Y,,81,0,0,0,0,2,1,1,0,0,2,0,1,2,1,0,,,Match Report
2014-2015,2014-08-23,Sat,Premier League,Matchweek 2,Home,D 0–0,Southampton,West Brom,Y,,45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,Match Report
2014-2015,2014-08-26,Tue,League Cup,Second round,Away,W 2–0,Southampton,Millwall,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-08-30,Sat,Premier League,Matchweek 3,Away,W 3–1,Southampton,West Ham,Y,,90,0,0,0,0,2,0,0,0,1,0,0,1,3,0,0,,,Match Report
2014-2015,2014-09-07,Sun,Euro Qualifying,Group stage,Away,W 2–1,nir Northern Ireland,hu Hungary,Y*,CM,90,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Match Report
2014-2015,2014-09-13,Sat,Premier League,Matchweek 4,Home,W 4–0,Southampton,Newcastle Utd,Y,,90,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,,,Match Report
2014-2015,2014-09-20,Sat,Premier League,Matchweek 5,Away,W 1–0,Southampton,Swansea City,N,,28,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,,,Match Report
2014-2015,2014-09-23,Tue,League Cup,Third round,Away,W 2–1,Southampton,Arsenal,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-09-27,Sat,Premier League,Matchweek 6,Home,W 2–1,Southampton,QPR,Y,,90,0,0,0,0,3,1,0,0,0,0,0,2,2,1,0,,,Match Report
2014-2015,2014-10-05,Sun,Premier League,Matchweek 7,Away,L 0–1,Southampton,Tottenham,Y,,90,0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,,,Match Report
2014-2015,2014-10-11,Sat,Euro Qualifying,Group stage,Home,W 2–0,nir Northern Ireland,fo Faroe Islands,Y*,CM,90,0,0,0,0,5,0,0,0,1,2,0,2,2,1,0,0,0,Match Report
2014-2015,2014-10-14,Tue,Euro Qualifying,Group stage,Away,W 2–0,nir Northern Ireland,gr Greece,Y*,CM,90,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,Match Report
2014-2015,2014-10-18,Sat,Premier League,Matchweek 8,Home,W 8–0,Southampton,Sunderland,Y,,64,0,1,0,0,1,0,0,0,0,0,0,3,0,2,0,,,Match Report
2014-2015,2014-10-25,Sat,Premier League,Matchweek 9,Home,W 1–0,Southampton,Stoke City,Y,,88,0,0,0,0,1,0,0,0,2,0,1,5,1,0,0,,,Match Report
2014-2015,2014-10-29,Wed,League Cup,Fourth round,Away,W 3–2,Southampton,Stoke City,Y,,89,0,1,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-11-01,Sat,Premier League,Matchweek 10,Away,W 1–0,Southampton,Hull City,Y,,90,0,0,0,0,2,1,0,0,0,1,0,3,1,1,0,,,Match Report
2014-2015,2014-11-08,Sat,Premier League,Matchweek 11,Home,W 2–0,Southampton,Leicester City,Y,,39,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,Match Report
2014-2015,2014-11-30,Sun,Premier League,Matchweek 13,Home,L 0–3,Southampton,Manchester City,Y,,81,0,0,0,0,1,1,0,0,0,0,0,9,0,1,0,,,Match Report
2014-2015,2014-12-03,Wed,Premier League,Matchweek 14,Away,L 0–1,Southampton,Arsenal,Y,,90,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,,,Match Report
