Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2017-2018,2017-08-06,Sun,Community Shield,FA Community Shield,Neutral,W 1 (4)–1 (1),Arsenal,Chelsea,N,,34,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-08-14,Mon,PL2 — Div. 1,Regular Season,Away,W 3–2,Arsenal,Derby County,Y,RM,90,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-08-21,Mon,PL2 — Div. 1,Regular Season,Home,W 4–3,Arsenal,Manchester City,Y,FW,90,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-08-25,Fri,PL2 — Div. 1,Regular Season,Home,L 1–2,Arsenal,Liverpool,Y,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-08,Fri,PL2 — Div. 1,Regular Season,Away,W 2–0,Arsenal,Manchester Utd,Y,AM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-14,Thu,Europa Lg,Group stage,Home,W 3–1,eng Arsenal,de Köln,N,,8,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-15,Fri,PL2 — Div. 1,Regular Season,Home,W 1–0,Arsenal,Leicester City,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-20,Wed,EFL Cup,Third round,Home,W 1–0,Arsenal,Doncaster,Y,DM,83,0,0,0,0,2,2,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-28,Thu,Europa Lg,Group stage,Away,W 4–2,eng Arsenal,by BATE Borisov,Y,DM,79,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report
2017-2018,2017-10-19,Thu,Europa Lg,Group stage,Away,W 1–0,eng Arsenal,rs Red Star,Y,DM,90,0,0,0,0,2,1,1,0,,,,3,,,,,,,,,,,,,,,Match Report
2017-2018,2017-10-24,Tue,EFL Cup,Fourth round,Home,W 2–1,Arsenal,Norwich City,Y,DM,84,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-02,Thu,Europa Lg,Group stage,Home,D 0–0,eng Arsenal,rs Red Star,Y,DM,90,0,0,0,0,0,0,0,0,,,,3,,,,,,,,,,,,,,,Match Report
