Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2014-2015,2014-08-16,Sat,Premier League,Matchweek 1,Home,D 2–2,Leicester City,Everton,Y,,90,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,,,Match Report
2014-2015,2014-08-23,Sat,Premier League,Matchweek 2,Away,L 0–2,Leicester City,Chelsea,Y,,90,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,,,Match Report
2014-2015,2014-08-26,Tue,League Cup,Second round,Home,L 0–1,Leicester City,Shrewsbury,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-08-31,Sun,Premier League,Matchweek 3,Home,D 1–1,Leicester City,Arsenal,Y,,90,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,,,Match Report
2014-2015,2014-09-13,Sat,Premier League,Matchweek 4,Away,W 1–0,Leicester City,Stoke City,Y,,90,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,Match Report
2014-2015,2014-09-21,Sun,Premier League,Matchweek 5,Home,W 5–3,Leicester City,Manchester Utd,Y,,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,Match Report
2014-2015,2014-09-27,Sat,Premier League,Matchweek 6,Away,L 0–2,Leicester City,Crystal Palace,Y,,90,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,,,Match Report
2014-2015,2014-10-04,Sat,Premier League,Matchweek 7,Home,D 2–2,Leicester City,Burnley,Y,,90,0,0,0,0,2,1,0,0,0,0,0,0,1,4,0,,,Match Report
2014-2015,2014-10-18,Sat,Premier League,Matchweek 8,Away,L 0–1,Leicester City,Newcastle Utd,Y,,90,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,,,Match Report
2014-2015,2014-10-25,Sat,Premier League,Matchweek 9,Away,L 0–2,Leicester City,Swansea City,Y,,90,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,,,Match Report
2014-2015,2014-11-01,Sat,Premier League,Matchweek 10,Home,L 0–1,Leicester City,West Brom,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-11-08,Sat,Premier League,Matchweek 11,Away,L 0–2,Leicester City,Southampton,N,,37,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,Match Report
2014-2015,2014-11-22,Sat,Premier League,Matchweek 12,Home,D 0–0,Leicester City,Sunderland,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-11-29,Sat,Premier League,Matchweek 13,Away,L 2–3,Leicester City,QPR,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-12-02,Tue,Premier League,Matchweek 14,Home,L 1–3,Leicester City,Liverpool,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-12-07,Sun,Premier League,Matchweek 15,Away,L 1–2,Leicester City,Aston Villa,Y,,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2014-12-13,Sat,Premier League,Matchweek 16,Home,L 0–1,Leicester City,Manchester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-12-28,Sun,Premier League,Matchweek 19,Away,W 1–0,Leicester City,Hull City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-01,Thu,Premier League,Matchweek 20,Away,D 2–2,Leicester City,Liverpool,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-03,Sat,FA Cup,Third round,Home,W 1–0,Leicester City,Newcastle Utd,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-01-10,Sat,Premier League,Matchweek 21,Home,W 1–0,Leicester City,Aston Villa,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-17,Sat,Premier League,Matchweek 22,Home,L 0–1,Leicester City,Stoke City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-24,Sat,FA Cup,Fourth round,Away,W 2–1,Leicester City,Tottenham,Y,,25,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2014-2015,2015-02-15,Sun,FA Cup,Fifth round,Away,L 1–2,Leicester City,Aston Villa,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-02-28,Sat,Championship,Matchweek 34,Away,L 0–1,Brentford,Birmingham City,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-03-03,Tue,Championship,Matchweek 35,Home,W 4–1,Brentford,Huddersfield,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-03-07,Sat,Championship,Matchweek 36,Away,D 1–1,Brentford,Ipswich Town,Y,,71,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
